n_train,n_test,repetition,covariate_index,covariate,mse_mlm,mse_bayes,ratio_mlm_bayes,percent_reduction
50,48,40,1,SAMS status,0.05950604247276442,0.03578231725965953,1.6630013657570097,39.867758343975076
50,48,40,2,Fish Oil,0.03495395938017797,0.02954374120880876,1.1831256960021062,15.47812684830575
50,48,40,3,Interaction SAMS-Fish Oil,0.03911477048341198,0.025764370800284667,1.5181729368287078,34.13135119580729
50,48,41,1,SAMS status,0.025660424282609007,0.02646582803923447,0.9695681633149174,-3.138700076644141
50,48,41,2,Fish Oil,0.03503024067079067,0.0292074710728548,1.199358910034067,16.622122732919387
50,48,41,3,Interaction SAMS-Fish Oil,0.033139026714878485,0.01737591463918875,1.9071817169346825,47.566611449733806
50,48,42,1,SAMS status,0.04098965514865154,0.019032826551704046,2.153629416907688,53.56675609326228
50,48,42,2,Fish Oil,0.041434136126857694,0.03273806272857827,1.2656257784822527,20.98770292122154
50,48,42,3,Interaction SAMS-Fish Oil,0.03948804105970924,0.026492345368385184,1.4905453069788437,32.910459325327054
50,48,43,1,SAMS status,0.0389672754882255,0.02750986286898082,1.4164838143255036,29.40265254805071
50,48,43,2,Fish Oil,0.046727123753868526,0.03792677697758095,1.2320351866832657,18.833486997065595
50,48,43,3,Interaction SAMS-Fish Oil,0.051644049815730085,0.038638736020032725,1.3365874543348053,25.182598657737554
50,48,44,1,SAMS status,0.024502252128170462,0.01829925333397254,1.338975513426117,25.316035284227112
50,48,44,2,Fish Oil,0.034603550896459,0.04290921833652284,0.8064362912667102,-24.002355899589965
50,48,44,3,Interaction SAMS-Fish Oil,0.10012610118845115,0.06460327299869457,1.5498611222139531,35.478089896757005
50,48,45,1,SAMS status,0.05361403804683452,0.04044079370497545,1.3257414886058074,24.57051328674701
50,48,45,2,Fish Oil,0.06344289789550143,0.06361215819389698,0.9973391832127496,-0.2667915621924255
50,48,45,3,Interaction SAMS-Fish Oil,0.031157701491728022,0.017994799477193835,1.7314836728920777,42.246062399785075
